id_NUMBER,ITEM_NAME,TITLE,MAKER,DATE_MADE,PLACE_MADE,MATERIALS,MEASUREMENTS,DESCRIPTION,WHOLE_PART,COLLECTION
1924-295,spring-driven pendulum mechanism; skeleton clock; pin-wheel escapement,"French clock with train remontoire, glass shade and pin whee",,1831-1870,,,,"French clock with train remontoire, glass shade and pin wheel",WHOLE,SCM - Time Measurement
1925-6,,Electric Master clock by C,"Bohmeyer, C. (maker)",,,,,"Electric Master clock by C. Bohmeyer, with one subsidiary dial, weights, 3 hands and a key (2 decorative portions of case of master clock missing)",WHOLE,SCM - Time Measurement
1925-51,cylinder escapement; timepiece mechanism; model,Model of a cylinder escapement with spare parts and winding,,,,,,Model of a cylinder escapement with spare parts and winding key,WHOLE,SCM - Time Measurement
1925-60,Diagrams,Eight prints of drawings of clock mechanisms:- Long case str,,,,,,"Eight prints of drawings of clock mechanisms:- Long case striking clock, side view; long case striking clock, going train with anchor; long case striking clock, rack striking mechanism; dead beat escapement; anchor escapement",WHOLE,SCM - Time Measurement
1925-61,Diagram,Five prints of drawings of watch escapements:- Cylinder esca,,,,,,"Five prints of drawings of watch escapements:- Cylinder escapement; Duplex escapement, Lever escapement, English form; Lever escapement, Swiss form",WHOLE,SCM - Time Measurement
1925-62,diagram,Three prints of drawings of repeater mechanisms,Unknown maker,,,paper,,"Three prints of drawings of repeater mechanisms:- Breguet watch, repeating train on bottom plate; Breguet watch, striking train on top plate; Breguet watch, going train",WHOLE,SCM - Time Measurement
1925-193,chronometer,"Chronometer movement in brass cage, fitted with dial and han","Ditisheim, Paul",1925,,"balance-spring: steel; balance wheel rim: nickel, steel; hairspring: elinvar (alloy including nickel, steel and chromium)",,"Chronometer movement in brass cage, fitted with dial and hands, lever escapement, Guillaume balance, steel hairspring, in mahogany case with glass top. One removable cage containing detent escapement, new patented Elinvar hairspring",WHOLE,SCM - Time Measurement
1925-704,tower clock; weight-driven pendulum clock,"Works of clock (dated 1671) removed from St. Giles Church, C","Clement, William",1671,"London, Greater London, England, United Kingdom",iron; brass,,"Works of clock (dated 1671) removed from St. Giles Church, Cambridge (received in pieces), including parts and weights",WHOLE,SCM - Time Measurement
1916-177,pocket watch; duplex watch,Duplex watch in triple case,"Haley, Chas (maker)",1762-1800,"London, Greater London, England, United Kingdom",,,"Duplex watch in triple pinchbeck case by Chas. Haley, London, 1762-1800, no.1341, donated by Evan Roberts in 1916",WHOLE,SCM - Time Measurement
1916-178,pocket watch; duplex watch,Duplex watch in case,"Berthoud, Ferdinand",1747-1807,"London, Greater London, England, United Kingdom",,,"Duplex watch in silver case by F. Berthoud, London, no.10046 (re-cased). Hall marked 1890, 1727-1807, donated by Evan Roberts in 1916",WHOLE,SCM - Time Measurement
1916-179,pocket watch; duplex watch,"Pocket Watch in Guilt Silver Case by Thomas Earnshaw, 1810-1824","Earnshaw, Thomas",hallmarked 1824,"London, England","brass (copper, zinc alloy); enamel; silver; gilding; hallmark; chronological; timers; regulating; double action; free-standing; springs (elastic objects)","overall: 19 mm x 70 mm, 0.125kg","Duplex watch in gilt silver case by Thos. Earnshaw, 119 High Holborn, no.4521. Hall marked 1824 (seconds hand missing, balance staff broken)",WHOLE,SCM - Time Measurement
1916-180,pocket watch; duplex watch,"Duplex Pocket Watch in Silver Case by Molyneux and Sons, 1815-1830",Molyneux and Sons,hallmarked 1830,"England, United Kingdom","enamel; brass (copper, zinc alloy); silver; hallmark; chronological; hinges (fasteners); timers; regulating; double action; free-standing; springs (elastic objects)","overall (open): 64 mm x 57 mm x 80 mm, 0.135kg","Duplex watch in silver hunter case by Molyneux and Sons, no.1368. Hall marked 1830 ( seconds hand missing)",WHOLE,SCM - Time Measurement
1916-184,chronometer,"Chronometer watch in silver case by John Arnold and Son, Lon",John Arnold and Son,hallmarked 1788,"London, Greater London, England, United Kingdom",case: silver,,"Chronometer watch in silver case by John Arnold and Son, London, no.360/661, case. Hall marked 1788",WHOLE,SCM - Time Measurement
1916-185,chronometer,"Chronometer Watch in Silver Case, By Arnold and Son, 1850-1872",John Arnold and Son (maker),1850-1872,"London, Greater London, England, United Kingdom","silver (metal); glass; brass (copper, zinc alloy)","overall: 25 mm 69 mm, 0.12kg","Chronometer watch in silver case by John Arnold and Son, London, no.454/755. Hall marked 1872",WHOLE,SCM - Time Measurement
1916-186,chronometer,"Chronometer Watch in Silver Case, 1820-1833","Arnold, John Roger; Abbe, Cleveland",hallmarked 1833; 1820-1833,"London, Greater London, England, United Kingdom",glass; enamel; silver,"overall: 14 mm x 47 mm x 68 mm, 0.09kg","Chronometer watch in silver case by J.R. Arnold, Chas Frodsham, no.6530, 3/4 -plate movement, 1820-1833",WHOLE,SCM - Time Measurement
1916-187,chronometer,"Chronometer in Silver Case by Thomas Earnshaw, 1800-1834","Earnshaw, Thomas",1800-1834,"London, England",glass; enamel; metal (unknown); silver,"overall: 23 mm x 53 mm x 74 mm, 0.13kg","Chronometer watch in silver case by Thos. Earnshaw, London, no.422 (also 2653), 1800-1834",WHOLE,SCM - Time Measurement
1916-188,chronometer,"Chronometer in Silver Case by Thomas Earnshaw, no 837, 1810-1825","Earnshaw, Thomas",hallmarked 1825,"London, England","brass (copper, zinc alloy); enamel; silver","overall: 17 mm x 53 mm x 73 mm, 0.135kg","Chronometer watch in silver case by Thomas Earnshaw, London, no.837 (also 3669). Hall marked 1825",WHOLE,SCM - Time Measurement
1916-207,pocket watch,"Pocket Watch in Silver Inner Case by Neveren, 1715-1784",Neveren,hallmarked 1784,"London, Greater London, England, United Kingdom","brass (copper, zinc alloy); metal (unknown); silver","overall: 23 mm x 40 mm x 52 mm, 0.05kg","Verge watch in silver pair inner case only, by D.B.D. Neveren, pendulum balance, 1715-1784",WHOLE,SCM - Time Measurement
1916-232,pocket watch; repeater - timepiece,1/4 verge repeater with dial in case,Unknown maker,1801-1900,France,,,"1/4-repeater, verge, no.2742 (in case), in silver engine turned case, silver dial, French, 1801-1900, donated by Evan Roberts in 1916",WHOLE,SCM - Time Measurement
1916-234,pocket watch; repeater - timepiece,"Pocket watch with dial missing, in silver case","Berthoud, Ferdinand",1775-1790,"Paris, France","silver (metal); glass; brass (copper, zinc alloy); steel (metal)","overall: 17 mm x 55 mm x 87 mm, weight: 0.095kg","1/4-repeater, French verge, no. 976, in silver case, by Ferdinand Berthoud, Paris, France, 1775-1790. (Cock screws missing - damaged.)",WHOLE,SCM - Time Measurement
1916-235,pocket watch; repeater - timepiece,Dumb verge repeater with engine turned and ornamented case,Romilly (maker),1714-1796,"Paris, Ville de Paris, Île-de-France, France",,,"Repeater, French verge by Romilly, Paris, no.1782, in engine turned and ornamented gold case, dumb repeater, 1714-1796, donated by Evan Roberts in 1916",WHOLE,SCM - Time Measurement
1916-236,pocket watch; repeater - timepiece,1/4 verge repeater in case,Breguet,1795-1805,"Paris, Ville de Paris, Île-de-France, France",gold; chronological; repeater; timer; regulating; vertical; springs (elastic objects),,"1/4-repeater, French verge, by Breguet, Paris, no.7101 in case, 8659 under dial, in gold case (hands missing), 1795-1805, donated by Evan Roberts in 1916",WHOLE,SCM - Time Measurement
1916-238,pocket watch; cylinder watch,"Repeater, cylinder, going barrel, by Breguet, no.357, Parach",Breguet,c. 1800,,gold; silver; wire; repeater; timer; regulating; horizontal; equilibrium; springs (elastic objects),,"Repeater, cylinder, going barrel, by Breguet, no.357, Parachute and curb compensator, wire gong, in gold case, silver dial (out of order) with small gold(?) chain",WHOLE,SCM - Time Measurement
1916-239,pocket watch; cylinder watch,"1/4-repeater, cylinder escapement, English, horizontal, no.3",,hallmarked 1813,,gold; chronological; repeater; timer; regulating; horizontal; springs (elastic objects); hallmark,,"1/4-repeater, cylinder escapement, English, horizontal, no.3431 (in case), in gold case, hall marked 1913, small gold dial with hour hands and 1 small wheel",WHOLE,SCM - Time Measurement
1916-240,pocket watch; repeater - timepiece,Repeater with inner and outer pair case,"Tregent, James",1770-1805,"London, Greater London, England, United Kingdom",,,"Repeater with a gilt silver inner, pinchbeck outer pair case by Jas.  Tregent, London, no. 2299, horizontal, out of order, 1770-1805, donated by Evan Roberts in 1916",WHOLE,SCM - Time Measurement
1916-241,pocket watch; cylinder watch,"Silver Repeater Pocket Watch by Ellicott and Smith, 1830-1843",Ellicott and Smith,hallmarked 1843,"London, Greater London, England, United Kingdom","brass (copper, zinc alloy); enamel; silver; chronological; horizontal; hallmark; repeater; timer; regulating; springs (elastic objects)","overall: 26 mm x 45 mm x 76 mm, 0.115kg","Repeater watch, cylinder escapement,  in silver case by Ellicott, London, no.5083, horizontal, case hall marked 1843, out of order.",WHOLE,SCM - Time Measurement
1916-242,pocket watch; cylinder watch,"Half- Quarter Repeater Pocket Watch  by Thomas Earnshaw, 1810-1823","Earnshaw, Thomas",hallmarked 1823,"London, England","brass (copper, zinc alloy); metal (unknown); silver; chronological; repeater; horizontal; hallmark; timer; regulating; springs (elastic objects)","overall: 17 mm x 52 mm x 80 mm, 0.125kg","Half-quarter repeater watch, cylinder escapement, in silver case, hall marked 1823, by Thos. Earnshaw,119 High Holborn, London, no.4502, 1810-1823.  Dumb, cylinder, dial missing",WHOLE,SCM - Time Measurement
1916-243,pocket watch; cylinder watch,Dumb cylinder repeater in case,Barraud family,1790-1855,"London, Greater London, England, United Kingdom",,,"Repeater in silver case by Barraud, London, no.1947, operated by side slide, dumb, cylinder, 1790-1855, hall marked 1869, donated by Evan Roberts in 1916",WHOLE,SCM - Time Measurement
1916-245,pocket watch; cylinder watch,Cylinder repeater in case,"Taylor, Ellicott (maker)",1800-1840,"London, United Kingdom",,,"Repeater in silver case by Ellicott Taylor, no.9307, ruby cylinder, hall marked 1896. ( Re-cased and unfinished, hour hand missing), London, 1800-1840, donated by Evan Roberts in 1916",WHOLE,SCM - Time Measurement
1916-246,pocket watch; cylinder watch,Dumb cylinder repeater in case,De Lor (maker),,Europe,,,"Repeater in silver case by De Lor no.1414 (in case) dumb, Genova cylinder, hall marked 1842 (minute hand missing)",WHOLE,SCM - Time Measurement
1916-190,pocket watch,Rack-lever watch in pair case,P. Litherland and Company,1800,"Liverpool, Liverpool, Merseyside, England, United Kingdom",pinchbeck,,"Rack-lever watch in pinchbeck pair case by P. Litherland and Co., Liverpool, no.306, 1800, donated by Evan Roberts in 1916",WHOLE,SCM - Time Measurement
1916-191,pocket watch; roller; dial,Lever watch in case with dial and crank roller,"Weatherilt, S.",1770-1818,"Liverpool, Liverpool, Merseyside, England, United Kingdom",case: pinchbeck; dial: silver,,"Lever watch in pinchbeck case by S. Weatherill, 1770-1818, Liverpool, no.741, silver dial, (chain twisted, hand bent) crank roller, donated by Evan Roberts in 1916",WHOLE,SCM - Time Measurement
1938-359,equinoctial compass sundial,"Universal compass sundial, metal gilt, engraved and pierced,","Vogel, Andreas",1766-1800,"Augsburg, Schwaben, Bavaria, Germany",overall: gilt metal,,"Universal compass sundial, metal gilt, engraved and pierced, ""And: Vogl"". In case",WHOLE,SCM - Time Measurement
1938-360,Universal equinoctial sundial,Octagonal brass dial mounted on wood,,,,,,Octagonal brass dial mounted on wood,WHOLE,SCM - Time Measurement
1938-362,Compass horizontal sundial,"Quadrangular horizontal sundial, ivory, engraved and coloure",,1601-1700,Germany,,,"Quadrangular horizontal sundial, ivory, engraved and coloured, inlaid on wood (cracked)",WHOLE,SCM - Time Measurement
1938-363,ring altitude sundial,"Ring dial, 1 1/8"" diam.",,,,,diameter:  29 mm,"Ring dial, 1 1/8"" diam.",WHOLE,SCM - Time Measurement
1938-364,string style horizontal sundial,Tablet sundial in gilt metal,"Schniep, Ulrich",1580-1589,"Munich, Germany",gilt metal,"overall: 12 mm x 61 mm x 39 mm, weight: 0.115kg","Tablet sundial of gilt metal, 'V.S.', by Ulrich Schniep, Munich, Germany, 1580-1589 (no glass in compass). For use at latitude 48° (see note).",WHOLE,SCM - Time Measurement
1938-366,Universal equinoctial sundial (without compass),German Universal Equatorial sundial,,,,,,German Universal Equatorial sundial,WHOLE,SCM - Time Measurement
1938-367,string style horizontal sundial,"Octagonal sundial with concentric lunar dial, 17th century,","Peppenhauser, Philipp",1676-1733,"Augsburg, Schwaben, Bavaria, Germany",,,"Octagonal sundial with concentric lunar dial, 17th century, in case",WHOLE,SCM - Time Measurement
1938-368,cylinder sundial,Column sundial in ivory,,1601-1700,France,ivory; steel (metal),"88.9 mm x 18 mm, weight: 0.03kg","Column sundial of ivory, height 3½-inches, French, 1601-1700 (see note).",WHOLE,SCM - Time Measurement
1938-369,universal ring sundial,Universal ring sundial,"Ballesteros, Manuel de",,Spain; North and Central America,"metal (unknown); brass (copper, zinc alloy)","overall: 3 mm x 81 mm, weight: 0.06kg","Universal ring dial, inscribed with names and latitudes of various places in Central America, by Manuel de Ballesteros, probably Spain, for use in Central America, between 1750-1850 (see note).",WHOLE,SCM - Time Measurement
1938-370,Cylinder sundial,"Wooden column sundial, showing Italian hours, signed and dat",,1677,Italy,,,"Wooden column sundial, showing Italian hours, signed and dated 1677. Probably Italian.",WHOLE,SCM - Time Measurement
1938-372,sundial,Universal ring sundial,,1790-1886,Germany,"metal (unknown); brass (copper, zinc alloy)","overall: 4 mm x 66.675 mm, weight: 0.065kg","Universal ring dial, brass, 2 5/8-inch diameter, Germany, 1790-1886 (see note).",WHOLE,SCM - Time Measurement
1938-373,compass horizontal sundial,Persian sundial and compass,,,Iran,,,Persian sundial and compass,WHOLE,SCM - Time Measurement
1938-374,diptych sundial,Tablet sundial in ivory,"Ducher, Hans",1537-1632,"Nuremburg, Germany","ivory; string; bronze (copper, tin alloy)","overall: 11 mm x 47 mm x 76.276 mm, weight: 0.07kg","Tablet sundial of ivory, 3 x 1 7/8-inches, by Hans Ducher, Nuremberg, Germany, 1537-1632 (see note).",WHOLE,SCM - Time Measurement
1938-376,sand glass,"Sand glass in ivory and ebony stand (glass broken, 2 pillars",,,,,overall: 144 mm x 57 mm,"Sand glass in ivory and ebony stand (glass broken, 2 pillars missing from mount)",WHOLE,SCM - Time Measurement
